Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
03/05/2024,716.5,Other,2275.0,2275.0,2275.0
04/05/2024,338.6,Other,2275.0,2275.0,2275.0
05/05/2024,210.5,Other,2275.0,2275.0,2275.0
06/05/2024,214.6,Other,2275.0,2275.0,2275.0
07/05/2024,92.1,Other,2275.0,2275.0,2275.0
08/05/2024,54.7,Other,2275.0,2275.0,2275.0
09/05/2024,28.7,Other,2275.0,2275.0,2275.0
13/05/2024,85.5,Other,2275.0,2275.0,2275.0
15/05/2024,9.15,Other,2275.0,2275.0,2275.0
19/05/2024,0.95,Other,2275.0,2275.0,2275.0
20/05/2024,53.9,Other,2275.0,2275.0,2275.0
23/05/2024,134.4,Other,2275.0,2275.0,2275.0
Market Name : Naushera Pannua (Dhotian) APMC
02/05/2024,482.0,Other,2275.0,2275.0,2275.0
03/05/2024,215.0,Other,2275.0,2275.0,2275.0
04/05/2024,488.0,Other,2275.0,2275.0,2275.0
06/05/2024,113.0,Other,2275.0,2275.0,2275.0
08/05/2024,71.0,Other,2275.0,2275.0,2275.0
09/05/2024,98.0,Other,2275.0,2275.0,2275.0
13/05/2024,83.0,Other,2275.0,2275.0,2275.0
14/05/2024,39.0,Other,2275.0,2275.0,2275.0
15/05/2024,20.0,Other,2275.0,2275.0,2275.0
Market Name : Naushera Pannuan APMC
01/05/2024,828.0,Other,2275.0,2275.0,2275.0
02/05/2024,6265.0,Other,2275.0,2275.0,2275.0
03/05/2024,3450.0,Other,2275.0,2275.0,2275.0
04/05/2024,2828.0,Other,2275.0,2275.0,2275.0
05/05/2024,1208.0,Other,2275.0,2275.0,2275.0
06/05/2024,1215.0,Other,2275.0,2275.0,2275.0
07/05/2024,2248.0,Other,2275.0,2275.0,2275.0
08/05/2024,3894.0,Other,2275.0,2280.0,2275.0
09/05/2024,1027.0,Other,2275.0,2275.0,2275.0
10/05/2024,491.0,Other,2275.0,2275.0,2275.0
11/05/2024,569.0,Other,2275.0,2275.0,2275.0
12/05/2024,112.0,Other,2275.0,2275.0,2275.0
13/05/2024,458.0,Other,2275.0,2275.0,2275.0
14/05/2024,195.0,Other,2275.0,2275.0,2275.0
15/05/2024,397.0,Other,2275.0,2275.0,2275.0
16/05/2024,401.0,Other,2275.0,2280.0,2275.0
17/05/2024,189.0,Other,2275.0,2275.0,2275.0
18/05/2024,185.0,Other,2275.0,2275.0,2275.0
20/05/2024,201.0,Other,2275.0,2275.0,2275.0
21/05/2024,105.0,Other,2275.0,2275.0,2275.0
22/05/2024,378.0,Other,2275.0,2275.0,2275.0
24/05/2024,178.0,Other,2275.0,2275.0,2275.0
25/05/2024,207.0,Other,2275.0,2280.0,2275.0
Market Name : Nawan Shahar(Mandi Jadla) APMC
01/05/2024,686.0,Other,2275.0,2275.0,2275.0
02/05/2024,485.0,Other,2275.0,2275.0,2275.0
06/05/2024,150.0,Other,2275.0,2275.0,2275.0
07/05/2024,88.0,Other,2275.0,2275.0,2275.0
12/05/2024,24.0,Other,2275.0,2275.0,2275.0
14/05/2024,33.0,Other,2275.0,2275.0,2275.0
15/05/2024,49.0,Other,2275.0,2275.0,2275.0
16/05/2024,13.0,Other,2275.0,2275.0,2275.0
17/05/2024,6.0,Other,2275.0,2275.0,2275.0
Market Name : Nawan Shahar(MandiRaho) APMC
01/05/2024,1423.0,Other,2275.0,2275.0,2275.0
02/05/2024,633.0,Other,2275.0,2275.0,2275.0
06/05/2024,41.0,Other,2275.0,2275.0,2275.0
07/05/2024,10.0,Other,2275.0,2275.0,2275.0
08/05/2024,269.0,Other,2275.0,2275.0,2275.0
10/05/2024,11.0,Other,2275.0,2275.0,2275.0
13/05/2024,68.0,Other,2275.0,2275.0,2275.0
14/05/2024,43.0,Other,2275.0,2275.0,2275.0
17/05/2024,15.0,Other,2275.0,2275.0,2275.0
22/05/2024,38.0,Other,2275.0,2275.0,2275.0
23/05/2024,30.0,Other,2275.0,2275.0,2275.0
Market Name : Nawanshahar APMC
01/05/2024,3300.0,Medium,2275.0,2275.0,2275.0
02/05/2024,1818.0,Medium,2275.0,2280.0,2275.0
06/05/2024,452.0,Medium,2275.0,2275.0,2275.0
07/05/2024,501.0,Medium,2275.0,2280.0,2275.0
08/05/2024,197.0,Medium,2275.0,2275.0,2275.0
10/05/2024,151.0,Medium,2275.0,2275.0,2275.0
11/05/2024,100.0,Medium,2275.0,2275.0,2275.0
12/05/2024,345.0,Medium,2275.0,2275.0,2275.0
13/05/2024,52.0,Medium,2275.0,2280.0,2275.0
14/05/2024,65.0,Medium,2275.0,2275.0,2275.0
15/05/2024,121.0,Medium,2275.0,2280.0,2275.0
16/05/2024,6.0,Medium,2275.0,2275.0,2275.0
18/05/2024,13.0,Medium,2275.0,2275.0,2275.0
21/05/2024,22.0,Medium,2275.0,2275.0,2275.0
22/05/2024,19.0,Medium,2275.0,2280.0,2280.0
23/05/2024,27.0,Medium,2280.0,2280.0,2280.0
25/05/2024,9.0,Medium,2280.0,2280.0,2280.0
28/05/2024,18.4,Medium,2280.0,2280.0,2280.0
Market Name : Noor Mehal APMC
01/05/2024,2216.9,147 Average,2275.0,2275.0,2275.0
02/05/2024,1150.4,147 Average,2275.0,2275.0,2275.0
03/05/2024,757.6,Other,2275.0,2275.0,2275.0
04/05/2024,441.2,Other,2275.0,2275.0,2275.0
05/05/2024,427.4,Other,2275.0,2275.0,2275.0
06/05/2024,174.6,Other,2275.0,2275.0,2275.0
07/05/2024,178.1,Other,2275.0,2275.0,2275.0
08/05/2024,10.1,Other,2275.0,2275.0,2275.0
09/05/2024,14.5,147 Average,2275.0,2280.0,2275.0
10/05/2024,121.6,Other,2275.0,2275.0,2275.0
11/05/2024,48.3,Other,2275.0,2275.0,2275.0
14/05/2024,94.7,Other,2275.0,2275.0,2275.0
15/05/2024,88.3,Other,2275.0,2275.0,2275.0
16/05/2024,7.8,Other,2275.0,2275.0,2275.0
17/05/2024,107.5,Other,2275.0,2275.0,2275.0
Market Name : Noor Mehal(Kot Badal Khan) APMC
01/05/2024,472.6,Other,2275.0,2275.0,2275.0
02/05/2024,192.4,Other,2275.0,2275.0,2275.0
03/05/2024,141.1,Other,2275.0,2275.0,2275.0
04/05/2024,120.8,Other,2275.0,2275.0,2275.0
05/05/2024,25.1,Other,2275.0,2275.0,2275.0
06/05/2024,69.3,Other,2275.0,2275.0,2275.0
07/05/2024,26.7,Other,2275.0,2275.0,2275.0
08/05/2024,81.3,Other,2275.0,2275.0,2275.0
10/05/2024,46.5,Other,2275.0,2275.0,2275.0
13/05/2024,16.4,Other,2275.0,2275.0,2275.0
14/05/2024,23.4,Other,2275.0,2275.0,2275.0
Market Name : Patran APMC
01/05/2024,183.0,Other,2275.0,2275.0,2275.0
02/05/2024,112.0,Other,2275.0,2275.0,2275.0
03/05/2024,288.0,Other,2275.0,2275.0,2275.0
04/05/2024,107.0,Other,2275.0,2275.0,2275.0
05/05/2024,119.0,Other,2275.0,2275.0,2275.0
06/05/2024,883.0,Other,2275.0,2275.0,2275.0
07/05/2024,354.0,Other,2275.0,2275.0,2275.0
08/05/2024,45.0,Other,2275.0,2275.0,2275.0
10/05/2024,5.0,Other,2275.0,2275.0,2275.0
11/05/2024,40.0,Other,2275.0,2275.0,2275.0
12/05/2024,3.0,Other,2275.0,2275.0,2275.0
13/05/2024,177.0,Other,2275.0,2275.0,2275.0
15/05/2024,15.0,Other,2275.0,2275.0,2275.0
17/05/2024,9.0,Other,2275.0,2275.0,2275.0
Market Name : Patran(Ghagga Mandi) APMC
01/05/2024,207.0,Other,2275.0,2275.0,2275.0
02/05/2024,69.0,Other,2275.0,2275.0,2275.0
05/05/2024,89.0,Other,2275.0,2275.0,2275.0
06/05/2024,21.0,Other,2275.0,2275.0,2275.0
11/05/2024,38.0,Other,2275.0,2275.0,2275.0
Market Name : Patti APMC
01/05/2024,355.0,147 Average,2275.0,2275.0,2275.0
03/05/2024,357.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,410.5,147 Average,2275.0,2275.0,2275.0
06/05/2024,92.5,147 Average,2275.0,2275.0,2275.0
08/05/2024,101.5,147 Average,2275.0,2275.0,2275.0
Market Name : Rajpura APMC
02/05/2024,619.0,Local,2275.0,2275.0,2275.0
03/05/2024,444.25,Local,2275.0,2275.0,2275.0
06/05/2024,390.0,Local,2275.0,2275.0,2275.0
09/05/2024,414.0,Local,2275.0,2275.0,2275.0
10/05/2024,166.0,Local,2275.0,2280.0,2275.0
11/05/2024,230.0,Local,2275.0,2280.0,2275.0
12/05/2024,155.0,Local,2275.0,2280.0,2275.0
13/05/2024,11.0,Local,2275.0,2280.0,2275.0
14/05/2024,36.0,Local,2275.0,2280.0,2275.0
20/05/2024,44.0,Local,2280.0,2280.0,2280.0
Market Name : Rayya APMC
01/05/2024,1511.0,Other,2275.0,2275.0,2275.0
02/05/2024,713.0,Other,2275.0,2275.0,2275.0
03/05/2024,1276.0,Other,2275.0,-,2275.0
04/05/2024,597.0,Other,2275.0,-,2275.0
11/05/2024,99.0,Other,2275.0,2275.0,2275.0
14/05/2024,179.0,Other,2275.0,2280.0,2275.0
18/05/2024,15.0,Other,2275.0,2275.0,2275.0
20/05/2024,70.0,Other,2275.0,2275.0,2275.0
22/05/2024,12.0,Other,2275.0,2275.0,2275.0
24/05/2024,23.0,Other,2275.0,2275.0,2275.0
Market Name : Rayya(Sathiala) APMC
01/05/2024,760.0,Other,2275.0,2275.0,2275.0
02/05/2024,325.0,Other,2275.0,2275.0,2275.0
06/05/2024,10.0,Other,-,2275.0,2275.0
11/05/2024,5.0,Other,2275.0,2275.0,2275.0
14/05/2024,29.0,Other,2275.0,2275.0,2275.0
22/05/2024,32.0,Other,2275.0,2275.0,2275.0
27/05/2024,1.0,Other,2275.0,2275.0,2275.0
Market Name : Ropar APMC
01/05/2024,1130.8,Other,2275.0,2275.0,2275.0
02/05/2024,1498.4,Other,2275.0,2275.0,2275.0
03/05/2024,628.15,Other,2275.0,2275.0,2275.0
04/05/2024,655.25,Other,2275.0,2275.0,2275.0
06/05/2024,471.9,Other,2275.0,2275.0,2275.0
07/05/2024,452.65,Other,2275.0,2275.0,2275.0
08/05/2024,259.85,Other,2275.0,2275.0,2275.0
09/05/2024,247.9,Other,2275.0,2275.0,2275.0
10/05/2024,130.1,Other,2275.0,2275.0,2275.0
11/05/2024,204.1,Other,2275.0,2275.0,2275.0
12/05/2024,13.35,Other,2275.0,2275.0,2275.0
15/05/2024,44.25,Other,2275.0,2275.0,2275.0
19/05/2024,10.0,Other,2275.0,2275.0,2275.0
Market Name : Sadiq APMC
01/05/2024,2481.0,Other,2275.0,2275.0,2275.0
02/05/2024,731.0,Other,2275.0,2275.0,2275.0
03/05/2024,1203.0,Other,2275.0,2275.0,2275.0
06/05/2024,1345.0,Other,2275.0,2275.0,2275.0
07/05/2024,375.0,Other,2275.0,2275.0,2275.0
08/05/2024,191.0,Other,2275.0,2275.0,2275.0
09/05/2024,175.0,Other,2275.0,2275.0,2275.0
10/05/2024,89.0,Other,2275.0,2275.0,2275.0
11/05/2024,59.0,Other,2275.0,2275.0,2275.0
12/05/2024,55.0,Other,2275.0,2275.0,2275.0
13/05/2024,559.0,Other,2275.0,2275.0,2275.0
14/05/2024,63.0,Other,2275.0,2275.0,2275.0
15/05/2024,94.0,Other,2275.0,2275.0,2275.0
Market Name : Sahnewal APMC
01/05/2024,3487.0,Other,2275.0,2275.0,2275.0
02/05/2024,2162.0,Other,2275.0,2280.0,2275.0
03/05/2024,1164.0,Other,2275.0,2275.0,2275.0
04/05/2024,921.0,Other,2275.0,2275.0,2275.0
05/05/2024,61.0,Other,2275.0,2275.0,2275.0
06/05/2024,521.0,Other,2275.0,2275.0,2275.0
07/05/2024,521.0,Other,2275.0,2280.0,2275.0
08/05/2024,313.0,Other,2275.0,2275.0,2275.0
09/05/2024,211.0,Other,2275.0,2275.0,2275.0
10/05/2024,279.0,Other,2275.0,2275.0,2275.0
11/05/2024,150.0,Other,2275.0,2275.0,2275.0
12/05/2024,25.0,Other,2275.0,2275.0,2275.0
13/05/2024,204.0,Other,2275.0,2275.0,2275.0
Market Name : Samana APMC
03/05/2024,140.0,Hybrid,2275.0,2275.0,2275.0
04/05/2024,34.0,Hybrid,2275.0,2275.0,2275.0
05/05/2024,90.0,Hybrid,2275.0,2275.0,2275.0
06/05/2024,21.0,Hybrid,2275.0,2275.0,2275.0
10/05/2024,2.0,Hybrid,2275.0,2275.0,2275.0
17/05/2024,22.0,Hybrid,2275.0,2275.0,2275.0
18/05/2024,27.0,Hybrid,2275.0,2275.0,2275.0
19/05/2024,32.0,Hybrid,2275.0,2275.0,2275.0
20/05/2024,37.0,Hybrid,2275.0,2275.0,2275.0
Market Name : Samana(Gajewas) APMC
03/05/2024,86.0,Hybrid,2275.0,2275.0,2275.0
04/05/2024,35.0,Hybrid,2275.0,2275.0,2275.0
05/05/2024,32.0,Hybrid,2275.0,2275.0,2275.0
06/05/2024,23.0,Hybrid,2275.0,2275.0,2275.0
Market Name : Samana(Kakrala) APMC
03/05/2024,50.0,Other,2275.0,2275.0,2275.0
04/05/2024,11.0,Other,2275.0,2275.0,2275.0
05/05/2024,50.0,Other,2275.0,2275.0,2275.0
06/05/2024,12.0,Other,2275.0,2275.0,2275.0
Market Name : Samrala APMC
01/05/2024,11909.0,Other,2275.0,2280.0,2280.0
02/05/2024,6919.0,Other,2275.0,2280.0,2280.0
03/05/2024,6053.0,Other,2275.0,2280.0,2280.0
04/05/2024,3144.0,Other,2275.0,2280.0,2280.0
05/05/2024,1369.0,Other,2275.0,2280.0,2280.0
06/05/2024,3864.0,Other,2275.0,2280.0,2280.0
07/05/2024,955.5,Other,2275.0,2280.0,2280.0
09/05/2024,6.0,Other,2275.0,2280.0,2280.0
15/05/2024,180.0,Other,2275.0,2280.0,2280.0
16/05/2024,209.0,Other,2275.0,2280.0,2280.0
Market Name : Sangat APMC
01/05/2024,2207.0,Other,2275.0,2275.0,2275.0
02/05/2024,1840.0,Other,2275.0,2280.0,2275.0
03/05/2024,1320.0,Other,2275.0,2280.0,2275.0
04/05/2024,1909.0,Other,2275.0,2280.0,2275.0
05/05/2024,974.0,Other,2275.0,2280.0,2275.0
06/05/2024,1027.0,Other,2275.0,2280.0,2276.0
07/05/2024,1140.0,Other,2275.0,2275.0,2275.0
08/05/2024,800.0,Other,2275.0,2275.0,2275.0
09/05/2024,1337.0,Other,2275.0,2280.0,2275.0
10/05/2024,170.0,Other,2275.0,2275.0,2275.0
11/05/2024,320.0,Other,2275.0,2275.0,2275.0
12/05/2024,230.0,Other,2275.0,2280.0,2275.0
13/05/2024,289.0,Other,2275.0,2280.0,2275.0
14/05/2024,270.0,Other,2275.0,2280.0,2275.0
15/05/2024,82.0,Other,2275.0,2275.0,2275.0
16/05/2024,215.0,Other,2275.0,2280.0,2275.0
19/05/2024,28.0,Other,2275.0,2275.0,2275.0
Market Name : Sardulgarh APMC
01/05/2024,2415.0,Other,2275.0,2275.0,2275.0
02/05/2024,1735.0,Other,2275.0,2280.0,2275.0
03/05/2024,753.0,Other,2275.0,2275.0,2275.0
04/05/2024,3557.0,Other,2275.0,2275.0,2275.0
05/05/2024,3030.0,Other,2275.0,2275.0,2275.0
07/05/2024,1775.0,Other,2275.0,2275.0,2275.0
08/05/2024,1235.0,Other,2275.0,2275.0,2275.0
09/05/2024,1072.0,Other,2275.0,2275.0,2275.0
10/05/2024,665.0,Other,2275.0,2275.0,2275.0
11/05/2024,757.0,Other,2275.0,2275.0,2275.0
14/05/2024,442.0,Other,2275.0,2275.0,2275.0
15/05/2024,481.0,Other,2275.0,2275.0,2275.0
16/05/2024,505.0,Other,2275.0,2275.0,2275.0
17/05/2024,476.0,Other,2275.0,2275.0,2275.0
18/05/2024,316.0,Other,2275.0,2275.0,2275.0
19/05/2024,86.0,Other,2275.0,2275.0,2275.0
Market Name : Shahkot APMC
01/05/2024,3395.0,Other,2275.0,2275.0,2275.0
02/05/2024,2935.0,Other,2275.0,2275.0,2275.0
03/05/2024,2001.0,Other,2275.0,2275.0,2275.0
04/05/2024,1095.0,Other,2275.0,2275.0,2275.0
05/05/2024,1594.0,Other,2275.0,2275.0,2275.0
06/05/2024,644.0,Other,2275.0,2275.0,2275.0
07/05/2024,187.0,Other,2275.0,2275.0,2275.0
12/05/2024,48.0,Other,2275.0,2275.0,2275.0
Market Name : Sherpur APMC
01/05/2024,1150.0,Other,2275.0,2275.0,2275.0
02/05/2024,1450.0,Other,2275.0,2275.0,2275.0
03/05/2024,2540.0,Other,2275.0,2275.0,2275.0
06/05/2024,1575.0,Other,2275.0,2275.0,2275.0
07/05/2024,620.0,Other,2275.0,2275.0,2275.0
09/05/2024,1420.0,Other,2275.0,2275.0,2275.0
10/05/2024,100.0,Other,2275.0,2275.0,2275.0
14/05/2024,1094.0,Other,2275.0,2275.0,2275.0
15/05/2024,360.0,Other,2275.0,2275.0,2275.0
Market Name : Sidhwan Bet (Lodhiwala) APMC
01/05/2024,1326.0,Other,2275.0,2275.0,2275.0
03/05/2024,881.0,Other,2275.0,2275.0,2275.0
06/05/2024,173.0,Other,2275.0,2275.0,2275.0
11/05/2024,1.0,Other,2275.0,2275.0,2275.0
13/05/2024,135.0,Other,2275.0,2275.0,2275.0
Market Name : Sidhwan Bet APMC
01/05/2024,3719.0,Other,2275.0,2280.0,2275.0
02/05/2024,2671.0,Other,2275.0,2280.0,2275.0
03/05/2024,783.0,Other,2275.0,2280.0,2275.0
04/05/2024,219.0,Other,2275.0,2280.0,2275.0
05/05/2024,1479.0,Other,2275.0,2275.0,2275.0
06/05/2024,46.0,Other,2275.0,2280.0,2275.0
07/05/2024,211.0,Other,2275.0,2275.0,2275.0
08/05/2024,81.0,Other,2275.0,2275.0,2275.0
09/05/2024,608.0,Other,2275.0,2275.0,2275.0
10/05/2024,73.0,Other,2275.0,2275.0,2275.0
11/05/2024,83.0,Other,2275.0,2275.0,2275.0
12/05/2024,58.0,Other,2275.0,2275.0,2275.0
13/05/2024,35.0,Other,2275.0,2275.0,2275.0
14/05/2024,198.0,Other,2275.0,2275.0,2275.0
15/05/2024,36.0,Other,2275.0,2275.0,2275.0
16/05/2024,21.0,Other,2275.0,2275.0,2275.0
19/05/2024,33.0,Other,2275.0,2275.0,2275.0
Market Name : Sirhind APMC
01/05/2024,2605.2,Other,2275.0,2280.0,2275.0
02/05/2024,1156.75,Other,2275.0,2280.0,2275.0
03/05/2024,443.55,Other,2275.0,2280.0,2275.0
04/05/2024,413.1,Other,2275.0,2280.0,2275.0
05/05/2024,239.75,Other,2275.0,2280.0,2275.0
06/05/2024,17.85,Other,2275.0,2280.0,2275.0
07/05/2024,434.1,Other,2275.0,2280.0,2275.0
08/05/2024,155.7,Other,2275.0,2280.0,2275.0
09/05/2024,139.75,Other,2275.0,2280.0,2275.0
10/05/2024,140.75,Other,2275.0,2280.0,2275.0
11/05/2024,124.5,Other,2275.0,2280.0,2275.0
12/05/2024,149.15,Other,2275.0,2280.0,2275.0
14/05/2024,145.75,Other,2275.0,2280.0,2275.0
15/05/2024,70.65,Other,2275.0,2280.0,2275.0
16/05/2024,15.3,Other,2275.0,2280.0,2275.0
17/05/2024,149.5,Other,2275.0,2275.0,2275.0
18/05/2024,44.5,Other,2275.0,2280.0,2275.0
21/05/2024,54.1,Other,2275.0,2280.0,2275.0
24/05/2024,3.25,Other,2275.0,2280.0,2275.0
Market Name : Sulargharat APMC
02/05/2024,717.0,Other,2275.0,2275.0,2275.0
Market Name : Talwandi Bhai APMC
01/05/2024,4649.8,Other,2275.0,2275.0,2275.0
02/05/2024,2136.8,Other,2275.0,2280.0,2275.0
03/05/2024,383.3,Other,2275.0,2275.0,2275.0
04/05/2024,3174.75,Other,2275.0,2280.0,2275.0
05/05/2024,469.0,Other,2275.0,2275.0,2275.0
06/05/2024,934.6,Other,2275.0,2275.0,2275.0
07/05/2024,1093.35,Other,2275.0,2275.0,2275.0
08/05/2024,669.4,Other,2275.0,2275.0,2275.0
09/05/2024,837.4,Other,2275.0,2280.0,2275.0
10/05/2024,200.0,Other,2275.0,2275.0,2275.0
11/05/2024,248.35,Other,2275.0,2275.0,2275.0
12/05/2024,25.0,Other,2275.0,2275.0,2275.0
13/05/2024,553.8,Other,2275.0,2275.0,2275.0
15/05/2024,19.45,Other,2275.0,2275.0,2275.0
16/05/2024,50.0,Other,2275.0,2275.0,2275.0
17/05/2024,75.0,Other,2275.0,2280.0,2275.0
18/05/2024,169.55,Other,2275.0,2275.0,2275.0
22/05/2024,12.55,Other,2275.0,2275.0,2275.0
23/05/2024,7.5,Other,2275.0,2275.0,2275.0
24/05/2024,87.4,Other,2275.0,2280.0,2275.0
Market Name : Talwandi Bhai(Mudki) APMC
01/05/2024,110.0,Other,2275.0,2275.0,2275.0
02/05/2024,350.0,Other,2275.0,2275.0,2275.0
03/05/2024,176.5,Other,2275.0,2275.0,2275.0
04/05/2024,367.6,Other,2275.0,2275.0,2275.0
05/05/2024,49.5,Other,2275.0,2275.0,2275.0
07/05/2024,77.1,Other,2275.0,2275.0,2275.0
08/05/2024,16.6,Other,2275.0,2275.0,2275.0
09/05/2024,15.0,Other,2275.0,2275.0,2275.0
10/05/2024,28.0,Other,2275.0,2275.0,2275.0
Market Name : Tapa(Tapa Mandi) APMC
01/05/2024,334.0,Other,2275.0,2275.0,2275.0
03/05/2024,37.0,Other,2275.0,2275.0,2275.0
Market Name : Tarantaran APMC
01/05/2024,4294.0,Other,2275.0,2280.0,2275.0
02/05/2024,5971.0,Other,2275.0,2280.0,2275.0
03/05/2024,2988.0,Other,2275.0,2280.0,2275.0
04/05/2024,2301.0,Other,2275.0,2280.0,2275.0
05/05/2024,2403.0,Other,2275.0,2280.0,2275.0
06/05/2024,582.0,Other,2275.0,2280.0,2275.0
07/05/2024,2029.0,Other,2275.0,2280.0,2275.0
08/05/2024,906.0,Other,2275.0,2275.0,2275.0
09/05/2024,1010.0,Other,2275.0,2275.0,2275.0
10/05/2024,1037.0,Other,2275.0,2275.0,2275.0
11/05/2024,314.0,Other,2275.0,2275.0,2275.0
12/05/2024,472.0,Other,2275.0,2275.0,2275.0
13/05/2024,55.0,Other,2275.0,2275.0,2275.0
14/05/2024,1201.0,Other,2275.0,2275.0,2275.0
15/05/2024,396.0,Other,2275.0,2275.0,2275.0
16/05/2024,244.0,Other,2275.0,2275.0,2275.0
17/05/2024,228.0,Other,2275.0,2275.0,2275.0
18/05/2024,44.0,Other,2275.0,2275.0,2275.0
19/05/2024,44.0,Other,2275.0,2275.0,2275.0
20/05/2024,43.0,Other,2275.0,2275.0,2275.0
21/05/2024,55.0,Other,2275.0,2275.0,2275.0
22/05/2024,146.0,Other,2275.0,2275.0,2275.0
23/05/2024,202.0,Other,2275.0,2275.0,2275.0
24/05/2024,129.0,Other,2275.0,2275.0,2275.0
25/05/2024,78.0,Other,2275.0,2275.0,2275.0
27/05/2024,125.0,Other,2275.0,2275.0,2275.0
28/05/2024,19.0,Other,2275.0,2275.0,2275.0
29/05/2024,23.0,Other,2275.0,2275.0,2275.0
30/05/2024,118.0,Other,2275.0,2275.0,2275.0
Market Name : Zira APMC
02/05/2024,1420.0,Other,2275.0,2280.0,2275.0
03/05/2024,17562.0,Other,2275.0,2280.0,2275.0
04/05/2024,18247.0,Other,2275.0,2280.0,2275.0
05/05/2024,2762.0,Other,2275.0,2280.0,2275.0
06/05/2024,9785.0,Other,2275.0,2280.0,2275.0
08/05/2024,4358.0,Other,2275.0,2280.0,2275.0
